country_name,country_code,ticker,etf_price_field,year,etf_price_start,etf_price_end,etf_return_pct,gdp_current_usd,gdp_real_growth_pct,etf_minus_gdp_growth_pct
Canada,CAN,CSCA.L,Close,2024,14365.0,16336.0,13.720849286460158,2243637000000.0,1.555,12.165849286460158
Canada,CAN,CSCA.L,Close,2025,16655.5,20807.0,24.92570021914682,2283599000000.0,1.153,23.77270021914682
Canada,CAN,CSCA.L,Close,2026,20672.0,22109.0,6.951431888544901,2420837000000.0,1.541,5.410431888544901
China,CHN,FRCH.L,Close,2019,24.93000030517578,22.21999931335449,-10.870441069584192,14572410000000.0,6.065,-16.935441069584193
China,CHN,FRCH.L,Close,2020,22.89249992370605,28.174999237060547,23.07524006097852,15103357000000.0,2.337,20.73824006097852
China,CHN,FRCH.L,Close,2021,28.26749992370605,22.725000381469727,-19.607321330841152,18190803000000.0,8.556,-28.16332133084115
China,CHN,FRCH.L,Close,2022,22.127500534057617,19.58099937438965,-11.50830910951064,18307816000000.0,3.112,-14.62030910951064
China,CHN,FRCH.L,Close,2023,20.26499938964844,16.16200065612793,-20.24672517688978,18270351000000.0,5.377,-25.623725176889778
China,CHN,FRCH.L,Close,2024,16.052000045776367,19.575000762939453,21.9474252872935,18749759000000.0,5.003,16.944425287293498
China,CHN,FRCH.L,Close,2025,19.55900001525879,24.1200008392334,23.319192292123226,19398577000000.0,4.796,18.523192292123227
China,CHN,FRCH.L,Close,2026,24.729999542236328,23.86000061035156,-3.5179900848720136,20650754000000.0,4.163,-7.680990084872014
China,CHN,IASH.L,Close,2015,516.0,281.1000061035156,-45.52325463110163,11307226000000.0,7.018,-52.54125463110163
China,CHN,IASH.L,Close,2016,258.6000061035156,277.20001220703125,7.19257759648706,11448003000000.0,6.776,0.41657759648705994
China,CHN,IASH.L,Close,2017,282.20001220703125,330.0,16.938336543338316,12503299000000.0,6.891,10.047336543338316
China,CHN,IASH.L,Close,2018,334.875,256.6499938964844,-23.359464308627288,14110963000000.0,6.759,-30.11846430862729
China,CHN,IASH.L,Close,2019,256.8500061035156,334.1499938964844,30.095380944556148,14572410000000.0,6.065,24.030380944556146
China,CHN,IASH.L,Close,2020,341.70001220703125,459.9500122070313,34.60637862908651,15103357000000.0,2.337,32.2693786290865
China,CHN,IASH.L,Close,2021,473.1000061035156,480.5499877929688,1.574716041712132,18190803000000.0,8.556,-6.981283958287867
China,CHN,IASH.L,Close,2022,474.1499938964844,397.5499877929688,-16.155226634936692,18307816000000.0,3.112,-19.26722663493669
China,CHN,IASH.L,Close,2023,402.1000061035156,322.70001220703125,-19.746329940627717,18270351000000.0,5.377,-25.123329940627716
China,CHN,IASH.L,Close,2024,320.3500061035156,364.3999938964844,13.75058122481656,18749759000000.0,5.003,8.74758122481656
China,CHN,IASH.L,Close,2025,358.8500061035156,428.7999877929688,19.492818865739437,19398577000000.0,4.796,14.696818865739438
China,CHN,IASH.L,Close,2026,432.7000122070313,446.7999877929688,3.2586030016544587,20650754000000.0,4.163,-0.9043969983455415
France,FRA,ISFR.L,Close,2015,1880.0,1990.0,5.85106382978724,2442731000000.0,0.998,4.8530638297872395
France,FRA,ISFR.L,Close,2016,1936.5,2505.5,29.382907306997154,2469726000000.0,0.735,28.647907306997155
France,FRA,ISFR.L,Close,2017,2517.0,2986.5,18.65315852205005,2587955000000.0,2.268,16.385158522050048
France,FRA,ISFR.L,Close,2018,2986.5,2758.75,-7.625983592834418,2782838000000.0,1.593,-9.218983592834418
France,FRA,ISFR.L,Close,2019,2756.0,3395.5,23.203918722786643,2723094000000.0,2.091,21.11291872278664
France,FRA,ISFR.L,Close,2020,3432.0,3449.5,0.5099067599067642,2645806000000.0,-7.603,8.112906759906764
France,FRA,ISFR.L,Close,2021,3474.0,4137.25,19.091824985607374,2968405000000.0,6.794,12.297824985607374
France,FRA,ISFR.L,Close,2022,4199.5,4088.25,-2.6491248958209312,2796987000000.0,2.801,-5.450124895820931
France,FRA,ISFR.L,Close,2023,4129.75,4706.25,13.959682789515092,3061093000000.0,1.619,12.340682789515093
France,FRA,ISFR.L,Close,2024,4684.0,4531.0,-3.2664389410759997,3160902000000.0,1.102,-4.368438941076
France,FRA,ISFR.L,Close,2025,4544.25,5424.0,19.359630302030027,3361557000000.0,0.671,18.688630302030028
France,FRA,ISFR.L,Close,2026,5450.0,5782.5,6.100917431192654,3558562000000.0,0.911,5.189917431192654
Germany,DEU,XDAX.L,Close,2015,9618.580078125,10555.3701171875,9.73937973644352,3425446000000.0,1.663,8.07637973644352
Germany,DEU,XDAX.L,Close,2016,10103.7001953125,11225.8896484375,11.106717652267895,3535812000000.0,2.217,8.889717652267894
Germany,DEU,XDAX.L,Close,2017,11326.7197265625,11165.0,-1.4277719451576742,3764023000000.0,2.806,-4.233771945157674
Germany,DEU,XDAX.L,Close,2018,11102.0,9251.5,-16.66816789767609,4057272000000.0,1.133,-17.801167897676088
Germany,DEU,XDAX.L,Close,2019,9249.5,10776.0,16.503594788907506,3960332000000.0,0.973,15.530594788907505
Germany,DEU,XDAX.L,Close,2020,10983.0,11787.0,7.320404261130831,3938244000000.0,-4.127,11.447404261130831
Germany,DEU,XDAX.L,Close,2021,11908.0,12714.0,6.768558951965065,4358147000000.0,3.913,2.855558951965065
Germany,DEU,XDAX.L,Close,2022,12869.0,11750.0,-8.69531432123708,4204327000000.0,1.807,-10.50231432123708
Germany,DEU,XDAX.L,Close,2023,11892.0,13771.0,15.80053817692566,4563523000000.0,-0.872,16.67253817692566
Germany,DEU,XDAX.L,Close,2024,13768.0,15581.0,13.168216153399182,4684182000000.0,-0.496,13.664216153399183
Germany,DEU,XDAX.L,Close,2025,15601.0,20070.0,28.645599641048648,5013574000000.0,0.191,28.45459964104865
Germany,DEU,XDAX.L,Close,2026,20020.0,20660.0,3.1968031968031996,5328184000000.0,0.944,2.2528031968031996
Hong Kong,HKG,HKDU.L,Close,2025,16.891429901123047,17.143583297729492,1.4927889354688695,428233000000.0,2.438,-0.9452110645311307
Hong Kong,HKG,HKDU.L,Close,2026,17.502830505371094,19.03300094604492,8.742417063367336,446646000000.0,2.122,6.620417063367336
India,IND,FRIN.L,Close,2019,19.8799991607666,18.95800018310547,-4.637822015006455,2835606000000.0,3.871,-8.508822015006455
India,IND,FRIN.L,Close,2020,19.302000045776367,20.700000762939453,7.24277646797018,2674852000000.0,-5.778,13.02077646797018
India,IND,FRIN.L,Close,2021,21.11750030517578,26.19499969482422,24.044036066162477,3167271000000.0,9.69,14.354036066162477
India,IND,FRIN.L,Close,2022,26.61000061035156,27.024999618530277,1.5595603106348,3346107000000.0,7.609,-6.0494396893652
India,IND,FRIN.L,Close,2023,27.022499084472656,31.01499938964844,14.774726396308434,3638490000000.0,9.191,5.583726396308434
India,IND,FRIN.L,Close,2024,31.19499969482422,34.91749954223633,11.933001711263792,3909892000000.0,6.495,5.438001711263792
India,IND,FRIN.L,Close,2025,35.834999084472656,33.49250030517578,-6.536902020772983,4125213000000.0,6.646,-13.182902020772982
India,IND,FRIN.L,Close,2026,33.709999084472656,32.244998931884766,-4.345891997554796,4505629000000.0,6.159,-10.504891997554797
India,IND,IIND.L,Close,2018,5.140399932861328,4.01200008392334,-21.951596445334964,2702930000000.0,6.454,-28.405596445334965
India,IND,IIND.L,Close,2019,4.039000034332275,4.161250114440918,3.026741249554177,2835606000000.0,3.871,-0.8442587504458232
India,IND,IIND.L,Close,2020,4.206999778747559,4.597499847412109,9.282150919931919,2674852000000.0,-5.778,15.060150919931917
India,IND,IIND.L,Close,2021,4.662499904632568,5.83650016784668,25.179630825249944,3167271000000.0,9.69,15.489630825249945
India,IND,IIND.L,Close,2022,5.9079999923706055,5.994999885559082,1.4725777471365165,3346107000000.0,7.609,-6.1364222528634835
India,IND,IIND.L,Close,2023,5.999000072479248,6.74399995803833,12.41873439836767,3638490000000.0,9.191,3.2277343983676694
India,IND,IIND.L,Close,2024,6.777999877929688,7.488500118255615,10.482446933046363,3909892000000.0,6.495,3.987446933046363
India,IND,IIND.L,Close,2025,7.709000110626221,7.269000053405762,-5.7076151369352734,4125213000000.0,6.646,-12.353615136935273
India,IND,IIND.L,Close,2026,7.328999996185303,7.03000020980835,-4.079680536670494,4505629000000.0,6.159,-10.238680536670493
Japan,JPN,IJPN.L,Close,2015,738.8010864257812,828.2013549804688,12.10072239974549,4444931000000.0,1.561,10.53972239974549
Japan,JPN,IJPN.L,Close,2016,808.2324829101562,1008.5516967773438,24.784850659046718,5003678000000.0,0.754,24.030850659046717
Japan,JPN,IJPN.L,Close,2017,1013.0452880859376,1124.0316162109375,10.955712388209115,4930837000000.0,1.675,9.280712388209114
Japan,JPN,IJPN.L,Close,2018,1120.935546875,1011.8070068359376,-9.735487499107009,5040881000000.0,0.643,-10.37848749910701
Japan,JPN,IJPN.L,Close,2019,1023.043701171875,1136.337890625,11.074227750324738,5117995000000.0,-0.402,11.476227750324737
Japan,JPN,IJPN.L,Close,2020,1154.819091796875,1253.90380859375,8.580107265346747,5054069000000.0,-4.169,12.749107265346748
Japan,JPN,IJPN.L,Close,2021,1249.907470703125,1260.5489501953125,0.851381381551497,5039148000000.0,2.697,-1.845618618448503
Japan,JPN,IJPN.L,Close,2022,1277.0364990234375,1147.0718994140625,-10.177046600372053,4263231000000.0,0.96,-11.137046600372052
Japan,JPN,IJPN.L,Close,2023,1158.0654296875,1282.68994140625,10.761439597793675,4204573000000.0,1.245,9.516439597793674
Japan,JPN,IJPN.L,Close,2024,1285.688720703125,1375.8602294921875,7.013479027781222,4019382000000.0,0.104,6.909479027781222
Japan,JPN,IJPN.L,Close,2025,1397.35400390625,1584.3712158203125,13.383667373569107,4279828000000.0,1.076,12.307667373569107
Japan,JPN,IJPN.L,Close,2026,1587.8709716796875,1796.5,13.138915695374154,4463634000000.0,0.633,12.505915695374153
Japan,JPN,LCJP.L,Close,2018,1500.0,9.267999649047852,-99.38213335673014,5040881000000.0,0.643,-100.02513335673014
Japan,JPN,LCJP.L,Close,2019,9.371000289916992,10.62399959564209,13.371030487250124,5117995000000.0,-0.402,13.773030487250123
Japan,JPN,LCJP.L,Close,2020,10.79599952697754,11.927000045776367,10.476107524575461,5054069000000.0,-4.169,14.645107524575462
Japan,JPN,LCJP.L,Close,2021,11.904000282287598,12.194000244140623,2.436155535753204,5039148000000.0,2.697,-0.2608444642467962
Japan,JPN,LCJP.L,Close,2022,12.36400032043457,11.324000358581545,-8.411516781782735,4263231000000.0,0.96,-9.371516781782734
Japan,JPN,LCJP.L,Close,2023,11.44499969482422,12.914999961853027,12.844039372876392,4204573000000.0,1.245,11.59903937287639
Japan,JPN,LCJP.L,Close,2024,12.937999725341797,14.0649995803833,8.710773527333115,4019382000000.0,0.104,8.606773527333116
Japan,JPN,LCJP.L,Close,2025,14.281999588012695,16.54199981689453,15.824116328771787,4279828000000.0,1.076,14.748116328771786
Japan,JPN,LCJP.L,Close,2026,16.562000274658203,18.881999969482425,14.007967976996682,4463634000000.0,0.633,13.374967976996682
Kuwait,KWT,MKUW.L,Close,2019,42.54249954223633,46.94499969482422,10.348475524380207,140855000000.0,2.264,8.084475524380208
Kuwait,KWT,MKUW.L,Close,2020,46.935001373291016,42.307498931884766,-9.85938490680346,111048000000.0,-4.817,-5.042384906803459
Kuwait,KWT,MKUW.L,Close,2021,42.3125,54.39500045776367,28.555392514655644,148346000000.0,1.672,26.883392514655643
Kuwait,KWT,MKUW.L,Close,2022,54.56999969482422,57.65499877929688,5.65328770702791,183539000000.0,6.759,-1.1057122929720906
Kuwait,KWT,MKUW.L,Close,2023,56.58000183105469,52.53499984741211,-7.149172592324704,165396000000.0,-1.667,-5.482172592324704
Kuwait,KWT,MKUW.L,Close,2024,53.084999084472656,57.345001220703125,8.024869943864266,160226000000.0,-2.56,10.584869943864266
Kuwait,KWT,MKUW.L,Close,2025,57.20500183105469,71.88999938964844,25.67082787963788,157469000000.0,2.574,23.09682787963788
Kuwait,KWT,MKUW.L,Close,2026,71.83999633789062,69.37000274658203,-3.438187245571789,162895000000.0,3.927,-7.365187245571789
Malaysia,MYS,XCX3.L,Close,2015,863.5,721.5,-16.444701795020265,301355000000.0,5.007,-21.451701795020263
Malaysia,MYS,XCX3.L,Close,2016,705.0,834.625,18.386524822695026,301256000000.0,4.45,13.936524822695027
Malaysia,MYS,XCX3.L,Close,2017,837.875,922.25,10.070117857675665,319109000000.0,5.813,4.257117857675666
Malaysia,MYS,XCX3.L,Close,2018,922.25,941.625,2.1008403361344463,358783000000.0,4.843,-2.7421596638655537
Malaysia,MYS,XCX3.L,Close,2019,947.875,890.0,-6.105762890676514,365178000000.0,4.413,-10.518762890676514
Malaysia,MYS,XCX3.L,Close,2020,901.25,886.5,-1.6366158113730878,337456000000.0,-5.457,3.820384188626912
Malaysia,MYS,XCX3.L,Close,2021,880.375,827.75,-5.977566377963939,373785000000.0,3.315,-9.292566377963938
Malaysia,MYS,XCX3.L,Close,2022,815.25,876.5,7.513032812020848,407830000000.0,9.032,-1.5189671879791522
Malaysia,MYS,XCX3.L,Close,2023,865.875,790.625,-8.690630864732206,399949000000.0,3.537,-12.227630864732205
Malaysia,MYS,XCX3.L,Close,2024,793.75,967.0,21.826771653543297,422227000000.0,5.105,16.721771653543296
Malaysia,MYS,XCX3.L,Close,2025,973.375,1041.5,6.998844227558743,470572000000.0,4.5,2.4988442275587426
Malaysia,MYS,XCX3.L,Close,2026,1036.75,1121.75,8.198697853870263,505364000000.0,4.0,4.198697853870263
Mexico,MEX,XMEX.L,Close,2015,342.5,308.3500061035156,-9.970801137659668,1213294000000.0,2.702,-12.672801137659668
Mexico,MEX,XMEX.L,Close,2016,303.8999938964844,340.04998779296875,11.895358546403244,1112233000000.0,1.772,10.123358546403244
Mexico,MEX,XMEX.L,Close,2017,337.04998779296875,349.5,3.693817729694926,1190721000000.0,1.872,1.8218177296949258
Mexico,MEX,XMEX.L,Close,2018,356.75,317.95001220703125,-10.875960138183249,1256300000000.0,1.972,-12.847960138183248
Mexico,MEX,XMEX.L,Close,2019,325.54998779296875,339.70001220703125,4.346498216753458,1304106000000.0,-0.393,4.739498216753458
Mexico,MEX,XMEX.L,Close,2020,345.6499938964844,327.04998779296875,-5.381167780111684,1121065000000.0,-8.354,2.972832219888315
Mexico,MEX,XMEX.L,Close,2021,329.6499938964844,395.5499877929688,19.990897957419087,1316569000000.0,6.048,13.942897957419087
Mexico,MEX,XMEX.L,Close,2022,391.6000061035156,437.7000122070313,11.77221792262424,1466935000000.0,3.71,8.062217922624239
Mexico,MEX,XMEX.L,Close,2023,440.3500061035156,571.0,29.66957921780333,1798318000000.0,3.354,26.315579217803332
Mexico,MEX,XMEX.L,Close,2024,568.75,416.7000122070313,-26.73406378777472,1856366000000.0,1.427,-28.16106378777472
Mexico,MEX,XMEX.L,Close,2025,432.2999877929688,610.0,41.10571760925723,1862740000000.0,0.99,40.11571760925723
Mexico,MEX,XMEX.L,Close,2026,611.25,703.75,15.132924335378316,2030999000000.0,1.544,13.588924335378316
Pakistan,PAK,XBAK.L,Close,2015,2.0,1.7799999713897705,-11.000001430511475,299930000000.0,3.812,-14.812001430511474
Pakistan,PAK,XBAK.L,Close,2016,1.7799999713897705,2.369999885559082,33.1460631265436,313623000000.0,4.072,29.074063126543603
Pakistan,PAK,XBAK.L,Close,2017,2.4800000190734863,1.809999942779541,-27.01613190084786,339229000000.0,4.609,-31.62513190084786
Pakistan,PAK,XBAK.L,Close,2018,1.8899999856948853,1.2000000476837158,-36.50793350442705,356163000000.0,6.096,-42.60393350442705
Pakistan,PAK,XBAK.L,Close,2019,1.2599999904632568,1.2100000381469729,-3.9682502138671305,321071000000.0,3.12,-7.088250213867131
Pakistan,PAK,XBAK.L,Close,2020,1.25,1.1200000047683716,-10.399999618530275,300410000000.0,-0.943,-9.456999618530276
Pakistan,PAK,XBAK.L,Close,2021,1.159999966621399,0.949999988079071,-18.103446946983205,348481000000.0,5.77,-23.873446946983204
Pakistan,PAK,XBAK.L,Close,2022,0.9800000190734864,0.6700000166893005,-31.632652688850627,374850000000.0,6.18,-37.812652688850626
Pakistan,PAK,XBAK.L,Close,2023,0.6800000071525574,0.800000011920929,17.647059339140526,336555000000.0,-0.212,17.859059339140526
Pakistan,PAK,XBAK.L,Close,2024,0.8059999942779541,1.3270000219345093,64.64020240140165,371408000000.0,2.51,62.130202401401654
Pakistan,PAK,XBAK.L,Close,2025,1.337499976158142,1.805500030517578,34.99065889359694,410495000000.0,2.676,32.314658893596935
Pakistan,PAK,XBAK.L,Close,2026,1.8539999723434448,1.712000012397766,-7.65911337993127,,3.578,-11.23711337993127
Philippines,PHL,XPHG.L,Close,2015,133.4499969482422,125.5500030517578,-5.919815719102905,306446000000.0,6.348,-12.267815719102906
Philippines,PHL,XPHG.L,Close,2016,123.3499984741211,145.1999969482422,17.713821438518494,318627000000.0,7.149,10.564821438518493
Philippines,PHL,XPHG.L,Close,2017,144.5500030517578,158.10000610351562,9.373920972458283,328481000000.0,6.931,2.4429209724582828
Philippines,PHL,XPHG.L,Close,2018,157.35000610351562,139.60000610351562,-11.280584246258519,346842000000.0,6.341,-17.621584246258518
Philippines,PHL,XPHG.L,Close,2019,142.0500030517578,144.5500030517578,1.7599436439921012,376823000000.0,6.119,-4.3590563560078985
Philippines,PHL,XPHG.L,Close,2020,143.4499969482422,135.85000610351562,-5.29800697553775,361751000000.0,-9.518,4.2199930244622506
Philippines,PHL,XPHG.L,Close,2021,136.3000030517578,132.75,-2.6045509701197567,394087000000.0,5.715,-8.319550970119757
Philippines,PHL,XPHG.L,Close,2022,131.0,126.75,-3.244274809160308,404353000000.0,7.581,-10.825274809160309
Philippines,PHL,XPHG.L,Close,2023,127.4499969482422,120.8000030517578,-5.217727780083814,437055000000.0,5.519,-10.736727780083815
Philippines,PHL,XPHG.L,Close,2024,123.25,119.5999984741211,-2.9614616842830843,461617000000.0,5.692,-8.653461684283084
Philippines,PHL,XPHG.L,Close,2025,122.3499984741211,112.75,-7.84634131086781,494158000000.0,5.435,-13.28134131086781
Philippines,PHL,XPHG.L,Close,2026,113.6999969482422,125.6500015258789,10.510118644133737,533922000000.0,5.731,4.779118644133737
Poland,POL,SPOL.L,Close,2015,1347.75,1053.5,-21.83268410313486,479729000000.0,4.432,-26.26468410313486
Poland,POL,SPOL.L,Close,2016,1022.5,1266.25,23.838630806845963,472883000000.0,3.031,20.807630806845964
Poland,POL,SPOL.L,Close,2017,1282.0,1778.5,38.728549141965686,528497000000.0,5.152,33.576549141965685
Poland,POL,SPOL.L,Close,2018,1773.4000244140625,1641.699951171875,-7.426416568687122,594641000000.0,6.246,-13.672416568687122
Poland,POL,SPOL.L,Close,2019,1669.699951171875,1482.800048828125,-11.193622076384123,602592000000.0,4.581,-15.774622076384123
Poland,POL,SPOL.L,Close,2020,1523.199951171875,1272.4000244140625,-16.465331853829134,605930000000.0,-2.036,-14.429331853829135
Poland,POL,SPOL.L,Close,2021,1293.199951171875,1378.0,6.557381072531032,689253000000.0,6.927,-0.3696189274689674
Poland,POL,SPOL.L,Close,2022,1398.199951171875,1130.5,-19.14604209129798,695734000000.0,5.255,-24.401042091297978
Poland,POL,SPOL.L,Close,2023,1142.5,1599.9000244140625,40.0350130778173,812959000000.0,0.25,39.7850130778173
Poland,POL,SPOL.L,Close,2024,1555.4000244140625,1520.300048828125,-2.2566526317986946,914553000000.0,2.923,-5.179652631798694
Poland,POL,SPOL.L,Close,2025,1532.199951171875,2451.75,60.01501619451326,1039619000000.0,3.243,56.772016194513256
Poland,POL,SPOL.L,Close,2026,2521.0,2653.0,5.236017453391506,1109962000000.0,3.136,2.100017453391506
Saudi Arabia,SAU,IKSA.L,Close,2019,5.0,4.474500179290772,-10.509996414184553,888888000000.0,1.652,-12.161996414184552
Saudi Arabia,SAU,IKSA.L,Close,2020,4.501999855041504,4.505000114440918,0.06664281421631113,767303000000.0,-3.805,3.8716428142163113
Saudi Arabia,SAU,IKSA.L,Close,2021,4.481500148773193,6.158999919891357,37.43165715563745,982661000000.0,6.52,30.911657155637453
Saudi Arabia,SAU,IKSA.L,Close,2022,6.205999851226807,5.813499927520752,-6.324523575817764,1239075000000.0,12.001,-18.325523575817762
Saudi Arabia,SAU,IKSA.L,Close,2023,5.871500015258789,6.363500118255615,8.379461836297741,1218585000000.0,0.543,7.836461836297741
Saudi Arabia,SAU,IKSA.L,Close,2024,6.495999813079834,6.382999897003174,-1.7395307778354963,1239805000000.0,1.997,-3.7365307778354966
Saudi Arabia,SAU,IKSA.L,Close,2025,6.420000076293945,6.0295000076293945,-6.082555514391419,1268535000000.0,4.021,-10.10355551439142
Saudi Arabia,SAU,IKSA.L,Close,2026,6.045000076293945,6.256999969482422,3.5070287926025845,1316250000000.0,3.978,-0.4709712073974157
South Africa,ZAF,SRSA.L,Close,2015,2139.25,1684.0,-21.280822718242376,346663000000.0,1.322,-22.602822718242376
South Africa,ZAF,SRSA.L,Close,2016,1638.0,2383.0,45.48229548229548,323493000000.0,0.665,44.81729548229548
South Africa,ZAF,SRSA.L,Close,2017,2402.25,2972.5,23.738162139660734,381317000000.0,1.158,22.580162139660732
South Africa,ZAF,SRSA.L,Close,2018,2931.0,2345.5,-19.976117366086665,405093000000.0,1.557,-21.533117366086664
South Africa,ZAF,SRSA.L,Close,2019,2329.25,2467.5,5.935386927122455,389245000000.0,0.26,5.675386927122455
South Africa,ZAF,SRSA.L,Close,2020,2487.0,2319.75,-6.724969843184558,337876000000.0,-6.169,-0.5559698431845588
South Africa,ZAF,SRSA.L,Close,2021,2336.5,2443.0,4.558099721806119,419878000000.0,4.859,-0.30090027819388077
South Africa,ZAF,SRSA.L,Close,2022,2455.25,2629.0,7.0766724366154055,407430000000.0,2.058,5.018672436615406
South Africa,ZAF,SRSA.L,Close,2023,2685.0,2492.5,-7.1694599627560525,381334000000.0,0.806,-7.9754599627560525
South Africa,ZAF,SRSA.L,Close,2024,2463.0,2723.0,10.55623223710922,401076000000.0,0.535,10.02123223710922
South Africa,ZAF,SRSA.L,Close,2025,2795.0,4501.5,61.055456171735244,426383000000.0,1.149,59.90645617173524
South Africa,ZAF,SRSA.L,Close,2026,4492.5,5209.0,15.948803561491376,443643000000.0,1.151,14.797803561491376
South Korea,KOR,CSKR.L,Close,2015,119.37999725341795,111.30999755859376,-6.759926185702048,1539212000000.0,2.92,-9.679926185702048
