Date,Year,Month,Australia - SAUS.L - Close,Austria - EWO - Adj Close,Belgium - EWK - Adj Close,Brazil - XMBR.L - Close,Canada - CSCA.L - Close,China_1 - IASH.L - Close,France_1 - ISFR.L - Close,Germany - XDAX.L - Close,Germany_3 - EXS1.DE - Close,Greece_2 - GREK - Adj Close,Hong Kong - EWH - Adj Close,India_5 - LYINR.SW - Close,Indonesia_3 - INDO.PA - Close,Italy_2 - EWI - Adj Close,Japan_2 - CJPU.L - Close,Malaysia - XCX3.L - Close,Mexico - XMEX.L - Close,Netherlands - EWN - Adj Close,Pakistan - XBAK.L - Close,Philippines - XPHG.L - Close,Poland - SPOL.L - Close,Poland_2 - IPOL.L - Close,Saudi Arabia - IKSA.L - Close,Singapore_2 - EWS - Adj Close,South Africa - SRSA.L - Close,South Africa_2 - IRSA.L - Close,South Korea_1 - CSKR.L - Close,Spain_1 - XESP.DE - Close,Sweden_2 - EWD - Adj Close,Switzerland - EWL - Adj Close,Switzerland_2 - CSWG.L - Close,Switzerland_3 - CSW.PA - Close,Taiwan_1 - XMTW.L - Close,Thailand - XCX4.L - Close,Turkey - TUR - Adj Close,Turkey_2 - TURL.L - Close,United Kingdom_1 - CUKX.L - Close,United Kingdom_2 - CSUK.L - Close,United States_1 - CSPX.L - Close,United States_4 - CSUS.L - Close,Vietnam - XFVT.L - Close
1996-04-01,1996,4,,4.8133673667907715,4.298850059509277,,,,,,,,5.355393409729004,,,7.950797080993652,,,,7.286025524139404,,,,,,9.02680778503418,,,,,4.366556167602539,6.735108375549316,,,,,,,,,,,
1996-04-02,1996,4,,4.8133673667907715,4.298850059509277,,,,,,,,5.478790760040283,,,8.024412155151367,,,,7.286025524139404,,,,,,8.9821195602417,,,,,4.366556167602539,6.735108375549316,,,,,,,,,,,
1996-04-03,1996,4,,4.8133673667907715,4.298850059509277,,,,,,,,5.4541096687316895,,,8.024412155151367,,,,7.340604305267334,,,,,,9.02680778503418,,,,,4.366556167602539,6.634585857391357,,,,,,,,,,,
1996-04-04,1996,4,,4.922761917114258,4.298850059509277,,,,,,,,5.355393409729004,,,8.13484001159668,,,,7.340604305267334,,,,,,9.02680778503418,,,,,4.366556167602539,6.634585857391357,,,,,,,,,,,
1996-04-08,1996,4,,4.922761917114258,4.298850059509277,,,,,,,,5.306034564971924,,,7.950797080993652,,,,7.286025524139404,,,,,,8.848060607910156,,,,,4.1895341873168945,6.567568302154541,,,,,,,,,,,
1996-04-09,1996,4,,4.922761917114258,4.298850059509277,,,,,,,,5.380075931549072,,,8.171649932861328,,,,7.340604305267334,,,,,,8.848060607910156,,,,,4.1895341873168945,6.601076602935791,,,,,,,,,,,
1996-04-10,1996,4,,4.922761917114258,4.298850059509277,,,,,,,,5.330716609954834,,,8.282078742980957,,,,7.367891311645508,,,,,,8.937434196472168,,,,,4.248541355133057,6.467044830322266,,,,,,,,,,,
1996-04-11,1996,4,,4.758669376373291,4.298850059509277,,,,,,,,5.330716609954834,,,8.318883895874023,,,,7.367891311645508,,,,,,8.9821195602417,,,,,4.248541355133057,6.467044830322266,,,,,,,,,,,
1996-04-12,1996,4,,4.758669376373291,4.298850059509277,,,,,,,,5.330716609954834,,,8.282078742980957,,,,7.340604305267334,,,,,,9.02680778503418,,,,,4.248541355133057,6.467044830322266,,,,,,,,,,,
1996-04-15,1996,4,,4.758669376373291,4.298850059509277,,,,,,,,5.355393409729004,,,8.39250373840332,,,,7.3951802253723145,,,,,,9.02680778503418,,,,,4.287880897521973,6.467044830322266,,,,,,,,,,,
1996-04-16,1996,4,,4.868064880371094,4.426901817321777,,,,,,,,5.380075931549072,,,8.355696678161621,,,,7.3951802253723145,,,,,,9.160868644714355,,,,,4.248541355133057,6.467044830322266,,,,,,,,,,,
1996-04-17,1996,4,,4.758669376373291,4.426901817321777,,,,,,,,5.306034564971924,,,8.245265007019043,,,,7.367891311645508,,,,,,9.116181373596191,,,,,4.209203720092773,6.433537483215332,,,,,,,,,,,
1996-04-18,1996,4,,4.786018371582031,4.372023105621338,,,,,,,,5.256678581237793,,,8.39250373840332,,,,7.340604305267334,,,,,,9.116181373596191,,,,,4.2682108879089355,6.433537483215332,,,,,,,,,,,
1996-04-19,1996,4,,4.8133673667907715,4.426901817321777,,,,,,,,5.281356334686279,,,8.466124534606934,,,,7.367891311645508,,,,,,9.116181373596191,,,,,4.366556167602539,6.500553131103516,,,,,,,,,,,
1996-04-22,1996,4,,4.868064880371094,4.426901817321777,,,,,,,,5.355393409729004,,,9.091876029968262,,,,7.367891311645508,,,,,,9.02680778503418,,,,,4.405894756317139,6.634585857391357,,,,,,,,,,,
1996-04-23,1996,4,,4.868064880371094,4.390315532684326,,,,,,,,5.281356334686279,,,9.091876029968262,,,,7.367891311645508,,,,,,8.937434196472168,,,,,4.405894756317139,6.601076602935791,,,,,,,,,,,
1996-04-24,1996,4,,4.868064880371094,4.390315532684326,,,,,,,,5.281356334686279,,,9.091876029968262,,,,7.367891311645508,,,,,,8.892745971679688,,,,,4.386226654052734,6.567568302154541,,,,,,,,,,,
1996-04-25,1996,4,,4.868064880371094,4.390315532684326,,,,,,,,5.231998920440674,,,9.091876029968262,,,,7.313315391540527,,,,,,8.848060607910156,,,,,4.366556167602539,6.567568302154541,,,,,,,,,,,
1996-04-26,1996,4,,4.868064880371094,4.390315532684326,,,,,,,,5.256678581237793,,,9.128689765930176,,,,7.313315391540527,,,,,,8.9821195602417,,,,,4.366556167602539,6.634585857391357,,,,,,,,,,,
1996-04-29,1996,4,,4.758669376373291,4.390315532684326,,,,,,,,5.256678581237793,,,8.981453895568848,,,,7.340604305267334,,,,,,9.02680778503418,,,,,4.386226654052734,6.634585857391357,,,,,,,,,,,
1996-04-30,1996,4,,4.786018371582031,4.390315532684326,,,,,,,,5.380075931549072,,,9.018259048461914,,,,7.258738040924072,,,,,,9.07149600982666,,,,,4.386226654052734,6.534061908721924,,,,,,,,,,,
1996-05-01,1996,5,,4.8133673667907715,4.390315532684326,,,,,,,,5.330716609954834,,,8.981453895568848,,,,7.340604305267334,,,,,,9.02680778503418,,,,,4.386226654052734,6.534061908721924,,,,,,,,,,,
1996-05-02,1996,5,,4.8133673667907715,4.390315532684326,,,,,,,,5.207319736480713,,,9.018259048461914,,,,7.340604305267334,,,,,,8.9821195602417,,,,,4.366556167602539,6.500553131103516,,,,,,,,,,,
1996-05-03,1996,5,,4.8133673667907715,4.390315532684326,,,,,,,,5.256678581237793,,,9.05506706237793,,,,7.367891311645508,,,,,,9.02680778503418,,,,,4.386226654052734,6.500553131103516,,,,,,,,,,,
1996-05-06,1996,5,,4.786018371582031,4.372023105621338,,,,,,,,5.231998920440674,,,9.05506706237793,,,,7.449756145477295,,,,,,8.9821195602417,,,,,4.42556619644165,6.433537483215332,,,,,,,,,,,
1996-05-07,1996,5,,4.786018371582031,4.353729724884033,,,,,,,,5.281356334686279,,,9.05506706237793,,,,7.449756145477295,,,,,,8.937434196472168,,,,,4.405894756317139,6.400027275085449,,,,,,,,,,,
1996-05-08,1996,5,,4.786018371582031,4.353729724884033,,,,,,,,5.306034564971924,,,8.94464111328125,,,,7.3951802253723145,,,,,,8.892745971679688,,,,,4.405894756317139,6.433537483215332,,,,,,,,,,,
1996-05-09,1996,5,,4.758669376373291,4.353729724884033,,,,,,,,5.330716609954834,,,8.94464111328125,,,,7.477049827575684,,,,,,8.9821195602417,,,,,4.366556167602539,6.400027275085449,,,,,,,,,,,
1996-05-10,1996,5,,4.758669376373291,4.390315532684326,,,,,,,,5.355393409729004,,,8.981453895568848,,,,7.449756145477295,,,,,,8.937434196472168,,,,,4.366556167602539,6.400027275085449,,,,,,,,,,,
1996-05-13,1996,5,,4.703972339630127,4.426901817321777,,,,,,,,5.306034564971924,,,8.981453895568848,,,,7.449756145477295,,,,,,8.9821195602417,,,,,4.34688663482666,6.400027275085449,,,,,,,,,,,
1996-05-14,1996,5,,4.703972339630127,4.426901817321777,,,,,,,,5.380075931549072,,,9.05506706237793,,,,7.449756145477295,,,,,,8.937434196472168,,,,,4.464902400970459,6.400027275085449,,,,,,,,,,,
1996-05-15,1996,5,,4.703972339630127,4.426901817321777,,,,,,,,5.306034564971924,,,8.94464111328125,,,,7.504333019256592,,,,,,8.714000701904297,,,,,4.405894756317139,6.400027275085449,,,,,,,,,,,
1996-05-16,1996,5,,4.703972339630127,4.426901817321777,,,,,,,,5.355393409729004,,,8.871023178100586,,,,7.477049827575684,,,,,,8.758682250976562,,,,,4.44523286819458,6.433537483215332,,,,,,,,,,,
1996-05-17,1996,5,,4.703972339630127,4.4086079597473145,,,,,,,,5.380075931549072,,,9.128689765930176,,,,7.449756145477295,,,,,,8.669310569763184,,,,,4.484572887420654,6.433537483215332,,,,,,,,,,,
1996-05-20,1996,5,,4.786018371582031,4.4086079597473145,,,,,,,,5.404754161834717,,,9.128689765930176,,,,7.449756145477295,,,,,,8.624622344970703,,,,,4.484572887420654,6.333011150360107,,,,,,,,,,,
1996-05-21,1996,5,,4.786018371582031,4.463489532470703,,,,,,,,5.478790760040283,,,9.018259048461914,,,,7.586199760437012,,,,,,8.624622344970703,,,,,4.504241943359375,6.400027275085449,,,,,,,,,,,
1996-05-22,1996,5,,4.786018371582031,4.463489532470703,,,,,,,,5.380075931549072,,,9.018259048461914,,,,7.5589141845703125,,,,,,8.535246849060059,,,,,4.504241943359375,6.232487678527832,,,,,,,,,,,
1996-05-23,1996,5,,4.786018371582031,4.481781959533691,,,,,,,,5.429432392120361,,,9.018259048461914,,,,7.586199760437012,,,,,,8.624622344970703,,,,,4.484572887420654,6.265996932983398,,,,,,,,,,,
1996-05-24,1996,5,,4.840716361999512,4.463489532470703,,,,,,,,5.4541096687316895,,,8.981453895568848,,,,7.613487243652344,,,,,,8.758682250976562,,,,,4.484572887420654,6.299504280090332,,,,,,,,,,,
1996-05-28,1996,5,,4.868064880371094,4.463489532470703,,,,,,,,5.478790760040283,,,9.018259048461914,,,,7.640778064727783,,,,,,8.669310569763184,,,,,4.504241943359375,6.299504280090332,,,,,,,,,,,
1996-05-29,1996,5,,4.868064880371094,4.463489532470703,,,,,,,,5.503469944000244,,,9.05506706237793,,,,7.695354461669922,,,,,,8.579934120178223,,,,,4.464902400970459,6.265996932983398,,,,,,,,,,,
1996-05-30,1996,5,,4.868064880371094,4.463489532470703,,,,,,,,5.478790760040283,,,9.05506706237793,,,,7.613487243652344,,,,,,8.579934120178223,,,,,4.543580055236816,6.232487678527832,,,,,,,,,,,
1996-05-31,1996,5,,5.032155513763428,4.463489532470703,,,,,,,,5.478790760040283,,,9.018259048461914,,,,7.7499308586120605,,,,,,8.624622344970703,,,,,4.543580055236816,6.333011150360107,,,,,,,,,,,
1996-06-03,1996,6,,5.032155513763428,4.463489532470703,,,,,,,,5.355393409729004,,,8.871023178100586,,,,7.7499308586120605,,,,,,8.4011869430542,,,,,4.543580055236816,6.333011150360107,,,,,,,,,,,
1996-06-04,1996,6,,5.05950403213501,4.536660194396973,,,,,,,,5.429432392120361,,,8.94464111328125,,,,7.695354461669922,,,,,,8.535246849060059,,,,,4.64192533493042,6.333011150360107,,,,,,,,,,,
1996-06-05,1996,6,,5.086854934692383,4.536660194396973,,,,,,,,5.429432392120361,,,8.981453895568848,,,,7.7499308586120605,,,,,,8.490560531616211,,,,,4.681264400482178,6.232487678527832,,,,,,,,,,,
1996-06-06,1996,6,,5.086854934692383,4.536660194396973,,,,,,,,5.503469944000244,,,8.94464111328125,,,,7.7499308586120605,,,,,,8.669310569763184,,,,,4.681264400482178,6.400027275085449,,,,,,,,,,,
1996-06-07,1996,6,,5.086854934692383,4.481781959533691,,,,,,,,5.478790760040283,,,8.90783405303955,,,,7.695354461669922,,,,,,8.579934120178223,,,,,4.622256755828857,6.299504280090332,,,,,,,,,,,
1996-06-10,1996,6,,5.086854934692383,4.481781959533691,,,,,,,,5.478790760040283,,,8.90783405303955,,,,7.695354461669922,,,,,,8.714000701904297,,,,,4.563249588012695,6.333011150360107,,,,,,,,,,,
1996-06-11,1996,6,,5.086854934692383,4.554952621459961,,,,,,,,5.404754161834717,,,8.834214210510254,,,,7.722641944885254,,,,,,8.669310569763184,,,,,4.7206034660339355,6.333011150360107,,,,,,,,,,,
1996-06-12,1996,6,,5.086854934692383,4.50007438659668,,,,,,,,5.355393409729004,,,8.94464111328125,,,,7.695354461669922,,,,,,8.624622344970703,,,,,4.7206034660339355,6.299504280090332,,,,,,,,,,,
1996-06-13,1996,6,,5.032155513763428,4.50007438659668,,,,,,,,5.256678581237793,,,8.94464111328125,,,,7.695354461669922,,,,,,8.535246849060059,,,,,4.7206034660339355,6.333011150360107,,,,,,,,,,,
1996-06-14,1996,6,,5.032155513763428,4.554952621459961,,,,,,,,5.330716609954834,,,8.871023178100586,,,,7.695354461669922,,,,,,8.624622344970703,,,,,4.7206034660339355,6.333011150360107,,,,,,,,,,,
1996-06-17,1996,6,,5.032155513763428,4.554952621459961,,,,,,,,5.281356334686279,,,8.981453895568848,,,,7.722641944885254,,,,,,8.535246849060059,,,,,4.661593914031982,6.433537483215332,,,,,,,,,,,
1996-06-18,1996,6,,5.032155513763428,4.609831809997559,,,,,,,,5.380075931549072,,,9.018259048461914,,,,7.777222633361816,,,,,,8.714000701904297,,,,,4.661593914031982,6.500553131103516,,,,,,,,,,,
1996-06-19,1996,6,,5.032155513763428,4.609831809997559,,,,,,,,5.380075931549072,,,9.239116668701172,,,,7.777222633361816,,,,,,8.669310569763184,,,,,4.681264400482178,6.534061908721924,,,,,,,,,,,
1996-06-20,1996,6,,4.922761917114258,4.50007438659668,,,,,,,,5.355393409729004,,,9.165498733520508,,,,7.640778064727783,,,,,,8.714000701904297,,,,,4.700932502746582,6.500553131103516,,,,,,,,,,,
1996-06-21,1996,6,,4.868064880371094,4.50007438659668,,,,,,,,5.355393409729004,,,9.05506706237793,,,,7.640778064727783,,,,,,8.714000701904297,,,,,4.7206034660339355,6.433537483215332,,,,,,,,,,,
1996-06-24,1996,6,,4.868064880371094,4.50007438659668,,,,,,,,5.404754161834717,,,9.091876029968262,,,,7.613487243652344,,,,,,8.714000701904297,,,,,4.681264400482178,6.534061908721924,,,,,,,,,,,
1996-06-25,1996,6,,4.868064880371094,4.50007438659668,,,,,,,,5.380075931549072,,,9.128689765930176,,,,7.586199760437012,,,,,,8.714000701904297,,,,,4.681264400482178,6.534061908721924,,,,,,,,,,,
1996-06-26,1996,6,,4.868064880371094,4.536660194396973,,,,,,,,5.404754161834717,,,9.091876029968262,,,,7.668064594268799,,,,,,8.714000701904297,,,,,4.681264400482178,6.567568302154541,,,,,,,,,,,
1996-06-27,1996,6,,4.840716361999512,4.536660194396973,,,,,,,,5.404754161834717,,,9.128689765930176,,,,7.695354461669922,,,,,,8.624622344970703,,,,,4.622256755828857,6.500553131103516,,,,,,,,,,,
1996-06-28,1996,6,,4.758669376373291,4.536660194396973,,,,,,,,5.404754161834717,,,9.05506706237793,,,,7.7499308586120605,,,,,,8.669310569763184,,,,,4.622256755828857,6.634585857391357,,,,,,,,,,,
1996-07-01,1996,7,,4.731319904327393,4.536660194396973,,,,,,,,5.404754161834717,,,9.091876029968262,,,,7.7499308586120605,,,,,,8.669310569763184,,,,,4.622256755828857,6.634585857391357,,,,,,,,,,,
1996-07-02,1996,7,,4.703972339630127,4.536660194396973,,,,,,,,5.330716609954834,,,9.018259048461914,,,,7.722641944885254,,,,,,8.579934120178223,,,,,4.622256755828857,6.567568302154541,,,,,,,,,,,
1996-07-03,1996,7,,4.703972339630127,4.536660194396973,,,,,,,,5.330716609954834,,,9.128689765930176,,,,7.7499308586120605,,,,,,8.579934120178223,,,,,4.622256755828857,6.601076602935791,,,,,,,,,,,
1996-07-05,1996,7,,4.703972339630127,4.536660194396973,,,,,,,,5.306034564971924,,,9.05506706237793,,,,7.7499308586120605,,,,,,8.4011869430542,,,,,4.64192533493042,6.601076602935791,,,,,,,,,,,
1996-07-08,1996,7,,4.703972339630127,4.536660194396973,,,,,,,,5.306034564971924,,,9.018259048461914,,,,7.640778064727783,,,,,,8.311811447143555,,,,,4.64192533493042,6.567568302154541,,,,,,,,,,,
1996-07-09,1996,7,,4.731319904327393,4.536660194396973,,,,,,,,5.281356334686279,,,8.90783405303955,,,,7.668064594268799,,,,,,8.4011869430542,,,,,4.563249588012695,6.534061908721924,,,,,,,,,,,
1996-07-10,1996,7,,4.731319904327393,4.51836633682251,,,,,,,,5.256678581237793,,,8.981453895568848,,,,7.640778064727783,,,,,,8.4011869430542,,,,,4.6025872230529785,6.534061908721924,,,,,,,,,,,
1996-07-11,1996,7,,4.731319904327393,4.50007438659668,,,,,,,,5.182640552520752,,,8.871023178100586,,,,7.531623363494873,,,,,,8.311811447143555,,,,,4.6025872230529785,6.601076602935791,,,,,,,,,,,
1996-07-12,1996,7,,4.703972339630127,4.463489532470703,,,,,,,,5.207319736480713,,,8.760595321655273,,,,7.531623363494873,,,,,,8.222439765930176,,,,,4.6025872230529785,6.601076602935791,,,,,,,,,,,
1996-07-15,1996,7,,4.6766228675842285,4.463489532470703,,,,,,,,5.133281707763672,,,8.282078742980957,,,,7.422469615936279,,,,,,7.99900484085083,,,,,4.6025872230529785,6.534061908721924,,,,,,,,,,,
1996-07-16,1996,7,,4.6766228675842285,4.463489532470703,,,,,,,,5.03456449508667,,,8.39250373840332,,,,7.477049827575684,,,,,,7.864941596984863,,,,,4.6025872230529785,6.601076602935791,,,,,,,,,,,
1996-07-17,1996,7,,4.6766228675842285,4.463489532470703,,,,,,,,5.108602523803711,,,8.429312705993652,,,,7.477049827575684,,,,,,8.222439765930176,,,,,4.6025872230529785,6.601076602935791,,,,,,,,,,,
1996-07-18,1996,7,,4.6766228675842285,4.51836633682251,,,,,,,,5.182640552520752,,,8.613359451293945,,,,7.477049827575684,,,,,,8.26712703704834,,,,,4.484572887420654,6.634585857391357,,,,,,,,,,,
1996-07-19,1996,7,,4.6766228675842285,4.51836633682251,,,,,,,,5.231998920440674,,,8.613359451293945,,,,7.586199760437012,,,,,,8.08837890625,,,,,4.5239105224609375,6.634585857391357,,,,,,,,,,,
1996-07-22,1996,7,,4.6766228675842285,4.51836633682251,,,,,,,,5.207319736480713,,,8.57654857635498,,,,7.504333019256592,,,,,,8.08837890625,,,,,4.5239105224609375,6.534061908721924,,,,,,,,,,,
1996-07-23,1996,7,,4.6766228675842285,4.51836633682251,,,,,,,,5.182640552520752,,,8.613359451293945,,,,7.504333019256592,,,,,,8.08837890625,,,,,4.386226654052734,6.534061908721924,,,,,,,,,,,
1996-07-24,1996,7,,4.6766228675842285,4.51836633682251,,,,,,,,5.083923816680908,,,8.466124534606934,,,,7.313315391540527,,,,,,8.04368782043457,,,,,4.307548522949219,6.333011150360107,,,,,,,,,,,
1996-07-25,1996,7,,4.6766228675842285,4.51836633682251,,,,,,,,5.108602523803711,,,8.355696678161621,,,,7.367891311645508,,,,,,8.04368782043457,,,,,4.386226654052734,6.333011150360107,,,,,,,,,,,
1996-07-26,1996,7,,4.6766228675842285,4.51836633682251,,,,,,,,5.059245586395264,,,8.355696678161621,,,,7.367891311645508,,,,,,7.99900484085083,,,,,4.366556167602539,6.500553131103516,,,,,,,,,,,
1996-07-29,1996,7,,4.6766228675842285,4.51836633682251,,,,,,,,5.03456449508667,,,8.171649932861328,,,,7.367891311645508,,,,,,7.775567054748535,,,,,4.366556167602539,6.366520404815674,,,,,,,,,,,
1996-07-30,1996,7,,4.703972339630127,4.51836633682251,,,,,,,,5.03456449508667,,,8.282078742980957,,,,7.449756145477295,,,,,,7.775567054748535,,,,,4.42556619644165,6.467044830322266,,,,,,,,,,,
1996-07-31,1996,7,,4.731319904327393,4.51836633682251,,,,,,,,5.133281707763672,,,8.429312705993652,,,,7.586199760437012,,,,,,7.99900484085083,,,,,4.464902400970459,6.467044830322266,,,,,,,,,,,
1996-08-01,1996,8,,4.731319904327393,4.51836633682251,,,,,,,,5.182640552520752,,,8.539740562438965,,,,7.531623363494873,,,,,,8.04368782043457,,,,,4.5239105224609375,6.467044830322266,,,,,,,,,,,
1996-08-02,1996,8,,4.758669376373291,4.51836633682251,,,,,,,,5.306034564971924,,,8.613359451293945,,,,7.695354461669922,,,,,,8.04368782043457,,,,,4.6025872230529785,6.701600551605225,,,,,,,,,,,
1996-08-05,1996,8,,4.6766228675842285,4.719588279724121,,,,,,,,5.231998920440674,,,8.613359451293945,,,,7.695354461669922,,,,,,8.04368782043457,,,,,4.563249588012695,6.634585857391357,,,,,,,,,,,
1996-08-06,1996,8,,4.6766228675842285,4.719588279724121,,,,,,,,5.281356334686279,,,8.502935409545898,,,,7.695354461669922,,,,,,8.08837890625,,,,,4.563249588012695,6.634585857391357,,,,,,,,,,,
1996-08-07,1996,8,,4.6766228675842285,4.719588279724121,,,,,,,,5.281356334686279,,,8.502935409545898,,,,7.640778064727783,,,,,,8.26712703704834,,,,,4.563249588012695,6.735108375549316,,,,,,,,,,,
1996-08-08,1996,8,,4.6766228675842285,4.719588279724121,,,,,,,,5.231998920440674,,,8.539740562438965,,,,7.668064594268799,,,,,,8.133065223693848,,,,,4.622256755828857,6.601076602935791,,,,,,,,,,,
1996-08-09,1996,8,,4.6766228675842285,4.719588279724121,,,,,,,,5.231998920440674,,,8.39250373840332,,,,7.668064594268799,,,,,,7.99900484085083,,,,,4.64192533493042,6.601076602935791,,,,,,,,,,,
1996-08-12,1996,8,,4.649275779724121,4.719588279724121,,,,,,,,5.231998920440674,,,8.355696678161621,,,,7.668064594268799,,,,,,8.04368782043457,,,,,4.582918643951416,6.467044830322266,,,,,,,,,,,
1996-08-13,1996,8,,4.649275779724121,4.664711952209473,,,,,,,,5.281356334686279,,,8.466124534606934,,,,7.695354461669922,,,,,,7.864941596984863,,,,,4.622256755828857,6.668092250823975,,,,,,,,,,,
1996-08-14,1996,8,,4.621926784515381,4.609831809997559,,,,,,,,5.231998920440674,,,8.466124534606934,,,,7.640778064727783,,,,,,8.04368782043457,,,,,4.661593914031982,6.634585857391357,,,,,,,,,,,
1996-08-15,1996,8,,4.594577789306641,4.609831809997559,,,,,,,,5.281356334686279,,,8.502935409545898,,,,7.7499308586120605,,,,,,7.954317569732666,,,,,4.64192533493042,6.534061908721924,,,,,,,,,,,
1996-08-16,1996,8,,4.649275779724121,4.609831809997559,,,,,,,,5.182640552520752,,,8.539740562438965,,,,7.7499308586120605,,,,,,7.864941596984863,,,,,4.64192533493042,6.634585857391357,,,,,,,,,,,
1996-08-19,1996,8,,4.649275779724121,4.609831809997559,,,,,,,,5.207319736480713,,,8.429312705993652,,,,7.7499308586120605,,,,,,7.820254802703857,,,,,4.64192533493042,6.567568302154541,,,,,,,,,,,
1996-08-20,1996,8,,4.621926784515381,4.664711952209473,,,,,,,,5.355393409729004,,,8.466124534606934,,,,7.8863725662231445,,,,,,8.04368782043457,,,,,4.681264400482178,6.634585857391357,,,,,,,,,,,
1996-08-21,1996,8,,4.594577789306641,4.664711952209473,,,,,,,,5.355393409729004,,,8.502935409545898,,,,7.8863725662231445,,,,,,8.177752494812012,,,,,4.681264400482178,6.634585857391357,,,,,,,,,,,
1996-08-22,1996,8,,4.539880275726318,4.628125190734863,,,,,,,,5.404754161834717,,,8.539740562438965,,,,7.831795692443848,,,,,,8.177752494812012,,,,,4.740272521972656,6.634585857391357,,,,,,,,,,,
1996-08-23,1996,8,,4.649275779724121,4.628125190734863,,,,,,,,5.380075931549072,,,8.57654857635498,,,,7.831795692443848,,,,,,8.222439765930176,,,,,4.7206034660339355,6.735108375549316,,,,,,,,,,,
1996-08-26,1996,8,,4.655925750732422,4.7439703941345215,,,,,,,,5.3592376708984375,,,8.625885009765625,,,,7.840470790863037,,,,,,8.158604621887207,,,,,4.795221328735352,6.786427974700928,,,,,,,,,,,
1996-08-27,1996,8,,4.655925750732422,4.686583518981934,,,,,,,,5.334194183349609,,,8.474552154541016,,,,7.840470790863037,,,,,,8.248259544372559,,,,,4.815454959869385,6.786427974700928,,,,,,,,,,,
1996-08-28,1996,8,,4.600497245788574,4.610065937042236,,,,,,,,5.309152126312256,,,8.398886680603027,,,,7.89607572555542,,,,,,8.248259544372559,,,,,4.734523296356201,6.685137748718262,,,,,,,,,,,
